# R (a.u.)            X(1)1Sigma+         A(2)1Sigma+         (3)1Sigma+          (4)1Sigma+          (5)1Sigma+          (6)1Sigma+          (7)1Sigma+          (1)1Pi              (2)1Pi              (3)1Pi              (4)1Pi              (5)1Pi              b(1)3Pi
  0.219267215300E+02 -0.156570496847E+02 -0.205642360272E+03  0.721642093791E+01 -0.912091115406E+02 -0.147204189008E+04 -0.738963368500E+03 -0.115967751916E+04 -0.594942736339E+02  0.302025135266E+01 -0.253709550376E+02 -0.671561404785E+02 -0.109960668851E+03 -0.607682257732E+02
  0.219793022634E+02 -0.154000430619E+02 -0.202325692564E+03  0.790989094110E+01 -0.889691385547E+02 -0.145483439823E+04 -0.722764250993E+03 -0.116024757626E+04 -0.587228045562E+02  0.299927768424E+01 -0.250660440289E+02 -0.662938329109E+02 -0.108631557952E+03 -0.597729034555E+02
  0.220321958378E+02 -0.151473108445E+02 -0.199051786087E+03  0.857752961512E+01 -0.867780760292E+02 -0.143749706408E+04 -0.706660993261E+03 -0.116076985572E+04 -0.579582597947E+02  0.297870144285E+01 -0.247634981940E+02 -0.654390207046E+02 -0.107315809526E+03 -0.587918180593E+02
  0.220854117338E+02 -0.149001310684E+02 -0.195819559224E+03  0.921986655673E+01 -0.846350265167E+02 -0.142003045812E+04 -0.690659632565E+03 -0.116124145971E+04 -0.572005773226E+02  0.295787273203E+01 -0.244633487430E+02 -0.645916125329E+02 -0.106013075284E+03 -0.578242294903E+02
  0.221389594631E+02 -0.146570041923E+02 -0.192627977708E+03  0.983688197248E+01 -0.825389533188E+02 -0.140243518710E+04 -0.674766614129E+03 -0.116165897160E+04 -0.564496245823E+02  0.293683212698E+01 -0.241656054680E+02 -0.637514268443E+02 -0.104722815488E+03 -0.568695565416E+02
  0.221928481301E+02 -0.144113604954E+02 -0.189477164926E+03  0.104287712560E+02 -0.804888605917E+02 -0.138471203830E+04 -0.658989001157E+03 -0.116201845276E+04 -0.557052476614E+02  0.291563973019E+01 -0.238701792168E+02 -0.629183032677E+02 -0.103444672595E+03 -0.559284570645E+02
  0.222470863461E+02 -0.141748810165E+02 -0.186366984637E+03  0.109960165053E+02 -0.784838040510E+02 -0.136686204702E+04 -0.643334631368E+03 -0.116231548784E+04 -0.549672968877E+02  0.289435830742E+01 -0.235769418056E+02 -0.620921082469E+02 -0.102178402504E+03 -0.550011451108E+02
  0.223016821425E+02 -0.139409928010E+02 -0.183296275184E+03  0.115400497267E+02 -0.765230100002E+02 -0.134888653440E+04 -0.627812965648E+03 -0.116254482042E+04 -0.542357051055E+02  0.287305346655E+01 -0.232858668341E+02 -0.612727764455E+02 -0.100923789133E+03 -0.540865314838E+02
  0.223566428722E+02 -0.137080492170E+02 -0.180263947838E+03  0.120621944216E+02 -0.746057422929E+02 -0.133078717948E+04 -0.612434711852E+03 -0.116270034640E+04 -0.535104280919E+02  0.285179383428E+01 -0.229969532081E+02 -0.604602420644E+02 -0.996805968811E+02 -0.531844720194E+02
  0.224119750982E+02 -0.134786390767E+02 -0.177269378730E+03  0.125619514767E+02 -0.727311619387E+02 -0.131256607411E+04 -0.597212056664E+03 -0.116277427392E+04 -0.527913761841E+02  0.283063783180E+01 -0.227101428826E+02 -0.596543259317E+02 -0.984484628357E+02 -0.522952801893E+02
  0.224676844699E+02 -0.132540927373E+02 -0.174313270372E+03  0.130390778907E+02 -0.708985019216E+02 -0.129422575734E+04 -0.582159198013E+03 -0.116275720383E+04 -0.520785017754E+02  0.280958522551E+01 -0.224254232443E+02 -0.588549729603E+02 -0.972271321102E+02 -0.514181924737E+02
  0.225237755841E+02 -0.130329770658E+02 -0.171395931345E+03  0.134948303771E+02 -0.691072081256E+02 -0.127576923948E+04 -0.567293556541E+03 -0.116263719158E+04 -0.513718647882E+02  0.278861856254E+01 -0.221429058123E+02 -0.580624469288E+02 -0.960166425966E+02 -0.505530235295E+02
  0.225802518207E+02 -0.128101957941E+02 -0.168516628870E+03  0.139298408418E+02 -0.673566750744E+02 -0.125720006202E+04 -0.552636330698E+03 -0.116239851288E+04 -0.506714645977E+02  0.276772009263E+01 -0.218626061299E+02 -0.572767920748E+02 -0.948168739697E+02 -0.497006133910E+02
  0.226371147354E+02 -0.125953017825E+02 -0.165674344059E+03  0.143437524599E+02 -0.656462122563E+02 -0.123852249259E+04 -0.538213702872E+03 -0.116202044318E+04 -0.499772183024E+02  0.274687194059E+01 -0.215844079534E+02 -0.564977474213E+02 -0.936274922518E+02 -0.488605905497E+02
  0.226943632655E+02 -0.123832622403E+02 -0.162868808910E+03  0.147369835405E+02 -0.639752109834E+02 -0.121974180636E+04 -0.524061816636E+03 -0.116147334674E+04 -0.492891725200E+02  0.272605634063E+01 -0.213083235883E+02 -0.557253664393E+02 -0.924485595632E+02 -0.480323365079E+02
  0.227519933684E+02 -0.121698664447E+02 -0.160101806861E+03  0.151104501450E+02 -0.623431694797E+02 -0.120086441812E+04 -0.510228068890E+03 -0.116071719665E+04 -0.486074635593E+02  0.270525666478E+01 -0.210344538362E+02 -0.549599088069E+02 -0.912803538255E+02 -0.472162589013E+02
  0.228099976750E+02 -0.119634592447E+02 -0.157373276149E+03  0.154645650439E+02 -0.607498307107E+02 -0.118189802338E+04 -0.496782775129E+03 -0.115968890055E+04 -0.479321756071E+02  0.268447155431E+01 -0.207628488878E+02 -0.542014547351E+02 -0.901227201795E+02 -0.464125616556E+02
  0.228683651364E+02 -0.117598698761E+02 -0.154681817835E+03  0.157996985017E+02 -0.591949986415E+02 -0.116285165788E+04 -0.483825034516E+03 -0.115829724179E+04 -0.472634496265E+02  0.266371256091E+01 -0.204935596818E+02 -0.534501003039E+02 -0.889756145459E+02 -0.456210714757E+02
  0.229270806742E+02 -0.115559098816E+02 -0.152028769763E+03  0.161165233664E+02 -0.576784029358E+02 -0.114373573387E+04 -0.471506203094E+03 -0.115639992926E+04 -0.466015858538E+02  0.264299305794E+01 -0.202266739836E+02 -0.527061144109E+02 -0.878396056159E+02 -0.448414086320E+02
  0.229861248487E+02 -0.113587983848E+02 -0.149415664218E+03  0.164152637698E+02 -0.561997158743E+02 -0.112456209884E+04 -0.460059521734E+03 -0.115377273266E+04 -0.459466892912E+02  0.262232797180E+01 -0.199622463094E+02 -0.519697310998E+02 -0.867150629232E+02 -0.440739282349E+02
  0.230454735616E+02 -0.111649070063E+02 -0.146843140947E+03  0.166956540851E+02 -0.547585886373E+02 -0.110534413387E+04 -0.449805409872E+03 -0.115010401076E+04 -0.452986793617E+02  0.260173380520E+01 -0.197002989861E+02 -0.512411353403E+02 -0.856020516640E+02 -0.433198564374E+02
  0.231050985204E+02 -0.109698985145E+02 -0.144311671360E+03  0.169580630716E+02 -0.533549586150E+02 -0.108609692803E+04 -0.441094359416E+03 -0.114505291941E+04 -0.446580363967E+02  0.258122824193E+01 -0.194409626623E+02 -0.505207050508E+02 -0.845009140908E+02 -0.425786446236E+02
  0.231649730926E+02 -0.107823613587E+02 -0.141821597085E+03  0.172032536626E+02 -0.519887312677E+02 -0.106683512252E+04 -0.434168167958E+03 -0.113838635678E+04 -0.440253236659E+02  0.256082438114E+01 -0.191844157856E+02 -0.498088231639E+02 -0.834120759339E+02 -0.418497656398E+02
  0.232250757031E+02 -0.105979125568E+02 -0.139373229641E+03  0.174320880522E+02 -0.506595006639E+02 -0.104757146221E+04 -0.428881816743E+03 -0.113025549779E+04 -0.434005433602E+02  0.254052919376E+01 -0.189308421346E+02 -0.491056749515E+02 -0.823359068146E+02 -0.411344381592E+02
  0.232853904339E+02 -0.104128586295E+02 -0.136966556621E+03  0.176451249749E+02 -0.493665917099E+02 -0.102831688619E+04 -0.424905380784E+03 -0.112099398835E+04 -0.427836547153E+02  0.252034724110E+01 -0.186802460409E+02 -0.484113088164E+02 -0.812724720478E+02 -0.404322820062E+02
  0.233459075391E+02 -0.102347577774E+02 -0.134601432702E+03  0.178424902880E+02 -0.481091093302E+02 -0.100908046868E+04 -0.421787750640E+03 -0.111105426895E+04 -0.421746993224E+02  0.250028079841E+01 -0.184324356952E+02 -0.477256604866E+02 -0.802215115990E+02 -0.397423453069E+02
  0.234066239128E+02 -0.100596206410E+02 -0.132278024898E+03  0.180242081172E+02 -0.468862251317E+02 -0.989869370649E+03 -0.419204649497E+03 -0.110076059684E+04 -0.415736005096E+02  0.248032979879E+01 -0.181874579020E+02 -0.470486612168E+02 -0.791830016685E+02 -0.390657362599E+02
  0.234675435370E+02 -0.988453152467E+01 -0.129995494445E+03  0.181906625378E+02 -0.456970620667E+02 -0.970688619310E+03 -0.416929863776E+03 -0.109033737032E+04 -0.409802276597E+02  0.246049184347E+01 -0.179454196283E+02 -0.463802606690E+02 -0.781569010888E+02 -0.384024902738E+02
  0.235286779420E+02 -0.971527363970E+01 -0.127752079625E+03  0.183433525693E+02 -0.445405562818E+02 -0.951540845103E+03 -0.414826028800E+03 -0.107991745367E+04 -0.403945093939E+02  0.244076326271E+01 -0.177062382260E+02 -0.457204880273E+02 -0.771427947097E+02 -0.377512520151E+02
  0.235900465149E+02 -0.954889965915E+01 -0.125546591594E+03  0.184828895664E+02 -0.434153577695E+02 -0.932426519774E+03 -0.412799083556E+03 -0.106958784535E+04 -0.398161462707E+02  0.242113909977E+01 -0.174697063007E+02 -0.450689705929E+02 -0.761400722276E+02 -0.371109623017E+02
  0.236516714830E+02 -0.938298261217E+01 -0.123378052021E+03  0.186087974331E+02 -0.423200543758E+02 -0.913345660935E+03 -0.410788170091E+03 -0.105940102359E+04 -0.392446722914E+02  0.240161376630E+01 -0.172355892545E+02 -0.444250189144E+02 -0.751481173970E+02 -0.364815254792E+02
  0.237135719661E+02 -0.922171931010E+01 -0.121245613498E+03  0.187214672912E+02 -0.412541355866E+02 -0.894299714699E+03 -0.408751751802E+03 -0.104939109236E+04 -0.386800093128E+02  0.238218289904E+01 -0.170040266898E+02 -0.437886035430E+02 -0.741667590232E+02 -0.358638579209E+02
  0.237757634235E+02 -0.906331043016E+01 -0.119148323822E+03  0.188219342366E+02 -0.402168958553E+02 -0.875291389939E+03 -0.406658760551E+03 -0.103958218850E+04 -0.381221128004E+02  0.236284348558E+01 -0.167750980491E+02 -0.431597649620E+02 -0.731958078476E+02 -0.352572271110E+02
  0.238382573308E+02 -0.890553611055E+01 -0.117085150511E+03  0.189116824165E+02 -0.392064554861E+02 -0.856324449339E+03 -0.404485669329E+03 -0.102999075405E+04 -0.375706593472E+02  0.234359387276E+01 -0.165484370556E+02 -0.425380993935E+02 -0.722346427952E+02 -0.346608663246E+02
  0.239010607982E+02 -0.875172069033E+01 -0.115055037192E+03  0.189904807259E+02 -0.382220132769E+02 -0.837404766959E+03 -0.402213583152E+03 -0.102062790738E+04 -0.370255440574E+02  0.232443346422E+01 -0.163240097428E+02 -0.419235149030E+02 -0.712830352362E+02 -0.340753591927E+02
  0.239641761379E+02 -0.860074778778E+01 -0.113057705529E+03  0.190572798355E+02 -0.372635215445E+02 -0.818540392822E+03 -0.399827232188E+03 -0.101150141906E+04 -0.364868074941E+02  0.230536293111E+01 -0.161020045215E+02 -0.413161417997E+02 -0.703410574960E+02 -0.334999115980E+02
  0.240276003925E+02 -0.845039795450E+01 -0.111093322461E+03  0.191131063222E+02 -0.363302012065E+02 -0.799741269547E+03 -0.397314526490E+03 -0.100261858308E+04 -0.359542928921E+02  0.228638451029E+01 -0.158823132910E+02 -0.407158654028E+02 -0.694086006849E+02 -0.329336109019E+02
  0.240913249367E+02 -0.830381896938E+01 -0.109161859986E+03  0.191588943430E+02 -0.354214874229E+02 -0.781016901469E+03 -0.394662389321E+03 -0.993983380058E+03 -0.354280344638E+02  0.226750204783E+01 -0.156649224431E+02 -0.401226741282E+02 -0.684857229152E+02 -0.323778294395E+02
  0.241553381147E+02 -0.815990577432E+01 -0.107263008387E+03  0.191948627701E+02 -0.345371978058E+02 -0.762376610711E+03 -0.391857327805E+03 -0.985596487239E+03 -0.349082808968E+02  0.224872014626E+01 -0.154499776266E+02 -0.395367054872E+02 -0.675726544187E+02 -0.318324156826E+02
  0.242196288161E+02 -0.801649958458E+01 -0.105396335574E+03  0.192213088830E+02 -0.336767586466E+02 -0.743839333289E+03 -0.388896278782E+03 -0.977464297887E+03 -0.343949368044E+02  0.223004312054E+01 -0.152374050228E+02 -0.389579289133E+02 -0.666693119821E+02 -0.312961470159E+02
  0.242841868171E+02 -0.787756499571E+01 -0.103561971325E+03  0.192383894980E+02 -0.328395189385E+02 -0.725420098181E+03 -0.385773097732E+03 -0.969589356290E+03 -0.338879260335E+02  0.221147500095E+01 -0.150271585131E+02 -0.383863315083E+02 -0.657756942659E+02 -0.307699178471E+02
  0.243490029133E+02 -0.774059976223E+01 -0.101759847722E+03  0.192460405052E+02 -0.320249855593E+02 -0.707122111766E+03 -0.382470683071E+03 -0.961964544012E+03 -0.333874193263E+02  0.219301941690E+01 -0.148193715610E+02 -0.378220462969E+02 -0.648921038227E+02 -0.302538054191E+02
  0.244140690496E+02 -0.760469018052E+01 -0.999895902007E+02  0.192450407719E+02 -0.312327405311E+02 -0.688957383139E+03 -0.378980805731E+03 -0.954588075272E+03 -0.328934089153E+02  0.217467954711E+01 -0.146140288529E+02 -0.372651836110E+02 -0.640184109525E+02 -0.297468320460E+02
  0.244793784482E+02 -0.747267534772E+01 -0.982510756023E+02  0.192363046685E+02 -0.304623232755E+02 -0.670940787367E+03 -0.375298366558E+03 -0.947459410148E+03 -0.324058036627E+02  0.215645810115E+01 -0.144110759313E+02 -0.367157174071E+02 -0.631544333537E+02 -0.292499005319E+02
  0.245449257336E+02 -0.734223219441E+01 -0.965440500593E+02  0.192200330876E+02 -0.297131246995E+02 -0.653082364877E+03 -0.371414007362E+03 -0.940573809438E+03 -0.319245676022E+02  0.213835730282E+01 -0.142105598083E+02 -0.361734020038E+02 -0.623003680759E+02 -0.287626719960E+02
  0.246107069497E+02 -0.721371742736E+01 -0.948680087923E+02  0.191960330186E+02 -0.289845289295E+02 -0.635392485996E+03 -0.367319000960E+03 -0.933926692532E+03 -0.314497156767E+02  0.212037888445E+01 -0.140125139180E+02 -0.356382966690E+02 -0.614560933985E+02 -0.282831972055E+02
  0.246767184967E+02 -0.708842296033E+01 -0.932226858933E+02  0.191643308460E+02 -0.282759771648E+02 -0.617882071434E+03 -0.363005270600E+03 -0.927513625321E+03 -0.309812364798E+02  0.210252439187E+01 -0.138169096095E+02 -0.351105317146E+02 -0.606213798965E+02 -0.278154826117E+02
  0.247429564347E+02 -0.696411448344E+01 -0.916077693892E+02  0.191259208992E+02 -0.275870235543E+02 -0.600561728768E+03 -0.358464481597E+03 -0.921329345395E+03 -0.305189920665E+02  0.208479539686E+01 -0.136236208526E+02 -0.345899026567E+02 -0.597962986056E+02 -0.273613828490E+02
  0.248094164616E+02 -0.684276203171E+01 -0.900226535964E+02  0.190812177765E+02 -0.269171746124E+02 -0.583442783843E+03 -0.353688143366E+03 -0.915368126720E+03 -0.300629965083E+02  0.206719349909E+01 -0.134327368586E+02 -0.340763891169E+02 -0.589809518802E+02 -0.269152212877E+02
  0.248760939036E+02 -0.672401314852E+01 -0.884665051419E+02  0.190300793522E+02 -0.262658762286E+02 -0.566536198419E+03 -0.348668423240E+03 -0.909624288363E+03 -0.296132880004E+02  0.204972032403E+01 -0.132443677146E+02 -0.335700455094E+02 -0.581753177141E+02 -0.264751523526E+02
  0.249429837050E+02 -0.660557567014E+01 -0.869389544890E+02  0.189722857691E+02 -0.256325322114E+02 -0.549851056870E+03 -0.343398927703E+03 -0.904092722466E+03 -0.291696661659E+02  0.203237752378E+01 -0.130582751767E+02 -0.330707013425E+02 -0.573790915991E+02 -0.260420052245E+02
  0.250100804197E+02 -0.649100414356E+01 -0.854407361132E+02  0.189084133553E+02 -0.250164995561E+02 -0.533402912538E+03 -0.337866807913E+03 -0.898765896336E+03 -0.287320565250E+02  0.201516678190E+01 -0.128744225947E+02 -0.325782813175E+02 -0.565921813341E+02 -0.256170282245E+02
  0.250773782032E+02 -0.637859012715E+01 -0.839709937711E+02  0.188393643954E+02 -0.244171992109E+02 -0.517208807953E+03 -0.332057977787E+03 -0.893635643619E+03 -0.283004841510E+02  0.199808980221E+01 -0.126929172482E+02 -0.320927932980E+02 -0.558146521866E+02 -0.251988115301E+02
  0.251448709012E+02 -0.626606646143E+01 -0.825284485067E+02  0.187654143318E+02 -0.238342923283E+02 -0.501277248187E+03 -0.325967345035E+03 -0.888696759371E+03 -0.278749308821E+02  0.198114827977E+01 -0.125137675659E+02 -0.316142191007E+02 -0.550465063508E+02 -0.247856932913E+02
  0.252125522959E+02 -0.615769458679E+01 -0.811137895462E+02  0.186867411684E+02 -0.232674658567E+02 -0.485615316826E+03 -0.319591318931E+03 -0.883944356060E+03 -0.274553673915E+02  0.196434383631E+01 -0.123369640951E+02 -0.311425317336E+02 -0.542877295123E+02 -0.243801816032E+02
  0.252804161595E+02 -0.605121628603E+01 -0.797267742161E+02  0.186035280163E+02 -0.227163919958E+02 -0.470230041449E+03 -0.312926370481E+03 -0.879373358926E+03 -0.270417597552E+02  0.194767800627E+01 -0.121624955823E+02 -0.306776990636E+02 -0.535383004178E+02 -0.239826581242E+02
  0.253484562694E+02 -0.594481792546E+01 -0.783664467781E+02  0.185159629156E+02 -0.221807284409E+02 -0.455128386737E+03 -0.305969033178E+03 -0.874978510098E+03 -0.266340694427E+02  0.193115222577E+01 -0.119903489658E+02 -0.302196837993E+02 -0.527981908150E+02 -0.235914670366E+02
  0.254166664246E+02 -0.584213047548E+01 -0.770330931362E+02  0.184242386487E+02 -0.216601186571E+02 -0.440317247963E+03 -0.298715903398E+03 -0.870754373083E+03 -0.262322533162E+02  0.191476783353E+01 -0.118205093724E+02 -0.297684434880E+02 -0.520673654142E+02 -0.232062851784E+02
  0.254850404615E+02 -0.574091346101E+01 -0.757249978314E+02  0.183285525449E+02 -0.211541921846E+02 -0.425803444930E+03 -0.291163640377E+03 -0.866695337603E+03 -0.258362636428E+02  0.189852607289E+01 -0.116529601185E+02 -0.293239305254E+02 -0.513457818657E+02 -0.228274234623E+02
  0.255535722695E+02 -0.564085235617E+01 -0.744404472112E+02  0.182291062782E+02 -0.206625649705E+02 -0.411593716405E+03 -0.283308965790E+03 -0.862795624750E+03 -0.254460481179E+02  0.188242808952E+01 -0.114876827157E+02 -0.288860921763E+02 -0.506333907549E+02 -0.224553583670E+02
  0.256222558594E+02 -0.554369635705E+01 -0.731899418550E+02  0.181261055800E+02 -0.201848393696E+02 -0.397694704643E+03 -0.275148656606E+03 -0.859049289616E+03 -0.250615496087E+02  0.186647491753E+01 -0.113246567582E+02 -0.284548702867E+02 -0.499301350873E+02 -0.220897399605E+02
  0.256910857940E+02 -0.544677946420E+01 -0.719754924664E+02  0.180197593651E+02 -0.197206018213E+02 -0.384112871333E+03 -0.266679490787E+03 -0.855450206280E+03 -0.246827039586E+02  0.185066738883E+01 -0.111638589842E+02 -0.280301988186E+02 -0.492359462029E+02 -0.217302360849E+02
  0.257600574184E+02 -0.535317577671E+01 -0.707828176665E+02  0.179102790769E+02 -0.192694223256E+02 -0.370854464879E+03 -0.257898207727E+03 -0.851992067970E+03 -0.243094390987E+02  0.183500608963E+01 -0.110052628887E+02 -0.276120028615E+02 -0.485507420536E+02 -0.213769280898E+02
  0.258291669013E+02 -0.526080067515E+01 -0.696066872549E+02  0.177978783167E+02 -0.188308553123E+02 -0.357925530226E+03 -0.248801487756E+03 -0.848668398097E+03 -0.239416752709E+02  0.181949135670E+01 -0.108488388045E+02 -0.272001988919E+02 -0.478744275014E+02 -0.210299627284E+02
  0.258984112733E+02 -0.516985576743E+01 -0.684525024425E+02  0.176827725040E+02 -0.184044404867E+02 -0.345331921115E+03 -0.239385930485E+03 -0.845472560728E+03 -0.235793252667E+02  0.180412327991E+01 -0.106945539915E+02 -0.267946950511E+02 -0.472068946551E+02 -0.206887351416E+02
  0.259677884638E+02 -0.508131053989E+01 -0.673350147838E+02  0.175651785700E+02 -0.179897036340E+02 -0.333079314491E+03 -0.229648031893E+03 -0.842397770272E+03 -0.232222946696E+02  0.178890170562E+01 -0.105423727272E+02 -0.263953914311E+02 -0.465480232193E+02 -0.203517289737E+02
  0.260372973374E+02 -0.499322631879E+01 -0.662425445578E+02  0.174453146870E+02 -0.175861573675E+02 -0.321173226943E+03 -0.219584160043E+03 -0.839437100215E+03 -0.228704820985E+02  0.177382624022E+01 -0.103922563988E+02 -0.260021803620E+02 -0.458976808505E+02 -0.200237229716E+02
  0.261069376304E+02 -0.490791665740E+01 -0.651629365867E+02  0.173234001767E+02 -0.171933024576E+02 -0.309619046794E+03 -0.209190539454E+03 -0.836583503065E+03 -0.225237800070E+02  0.175889627523E+01 -0.102441638420E+02 -0.256149473014E+02 -0.452557244765E+02 -0.197053392623E+02
  0.261767080401E+02 -0.482432053401E+01 -0.640993355132E+02  0.171996141305E+02 -0.168107686995E+02 -0.298419024094E+03 -0.198456925367E+03 -0.833841044865E+03 -0.221821836365E+02  0.174411140145E+01 -0.100981112389E+02 -0.252336666049E+02 -0.446220978035E+02 -0.193907606760E+02
  0.262466044057E+02 -0.474073320466E+01 -0.630526267904E+02  0.170740148636E+02 -0.164385631959E+02 -0.287566172825E+03 -0.187357049753E+03 -0.831243469984E+03 -0.218459438512E+02  0.172947177498E+01 -0.995425640663E+01 -0.248585323298E+02 -0.439969782691E+02 -0.190804958084E+02
  0.263166195465E+02 -0.466021272229E+01 -0.620218576425E+02  0.169467035178E+02 -0.160765485393E+02 -0.277055525665E+03 -0.175899903568E+03 -0.828787339024E+03 -0.215147587578E+02  0.171497811589E+01 -0.981243968513E+01 -0.244892440074E+02 -0.433802920056E+02 -0.187746129668E+02
  0.263867431732E+02 -0.458098431115E+01 -0.610069255431E+02  0.168178280477E+02 -0.157244482080E+02 -0.266884666975E+03 -0.164120212696E+03 -0.826440888629E+03 -0.211883010812E+02  0.170063168870E+01 -0.967246074423E+01 -0.241255161188E+02 -0.427718306609E+02 -0.184729892857E+02
  0.264569618128E+02 -0.450239266489E+01 -0.600081449886E+02  0.166875450606E+02 -0.153819888880E+02 -0.257051398527E+03 -0.152054171845E+03 -0.824171613002E+03 -0.208669293434E+02  0.168643427790E+01 -0.953448697552E+01 -0.237677380729E+02 -0.421715238208E+02 -0.181756527264E+02
  0.265272587562E+02 -0.442622024062E+01 -0.590256194373E+02  0.165560193006E+02 -0.150489015296E+02 -0.247553637351E+03 -0.139739039941E+03 -0.821946775244E+03 -0.205506588914E+02  0.167238816751E+01 -0.939867699755E+01 -0.234159093604E+02 -0.415794611776E+02 -0.178826905908E+02
  0.265976142518E+02 -0.435073476073E+01 -0.580594069442E+02  0.164234232287E+02 -0.147249190664E+02 -0.238389323126E+03 -0.127213081199E+03 -0.819733465423E+03 -0.202393354448E+02  0.165849606901E+01 -0.926494796024E+01 -0.230698147878E+02 -0.409958328016E+02 -0.175941592275E+02
  0.266680146174E+02 -0.427730905715E+01 -0.571095300719E+02  0.162899195343E+02 -0.144097351763E+02 -0.229555236972E+03 -0.114513860949E+03 -0.817498395896E+03 -0.199328468523E+02  0.164475932229E+01 -0.913302545978E+01 -0.227292708984E+02 -0.404207213893E+02 -0.173100733238E+02
  0.267384646125E+02 -0.420555613135E+01 -0.561757650637E+02  0.161556452774E+02 -0.141029589176E+02 -0.221045565596E+03 -0.101644561220E+03 -0.815238988609E+03 -0.196312250976E+02  0.163117560014E+01 -0.900309499388E+01 -0.223943502968E+02 -0.398536910042E+02 -0.170303817518E+02
  0.268089885588E+02 -0.413388900712E+01 -0.552576236090E+02  0.160208579729E+02 -0.138041759417E+02 -0.212849956464E+03 -0.880206759798E+02 -0.813539023686E+03 -0.193342268236E+02  0.161773891341E+01 -0.887507480123E+01 -0.220648807796E+02 -0.392943654143E+02 -0.167549614559E+02
  0.268796307687E+02 -0.406485655673E+01 -0.543543846486E+02  0.158855930174E+02 -0.135130205287E+02 -0.204954705627E+03 -0.740004448086E+02 -0.812037234271E+03 -0.190414748781E+02  0.160443974557E+01 -0.874869527735E+01 -0.217404778746E+02 -0.387424959531E+02 -0.164836164144E+02
  0.269504563886E+02 -0.399583931268E+01 -0.534651098941E+02  0.157490751410E+02 -0.132292212530E+02 -0.197346023702E+03 -0.636664378747E+02 -0.806642136704E+03 -0.187529381655E+02  0.159126511348E+01 -0.862410471884E+01 -0.214209197838E+02 -0.381976389083E+02 -0.162160829259E+02
  0.270215529472E+02 -0.392901645678E+01 -0.525886453224E+02  0.156115255805E+02 -0.129521418570E+02 -0.190008640115E+03 -0.586993483404E+02 -0.795657734296E+03 -0.184680576926E+02  0.157819850662E+01 -0.850103655860E+01 -0.211057244241E+02 -0.376588671027E+02 -0.159520316034E+02
  0.270930327756E+02 -0.386317744678E+01 -0.517236154667E+02  0.154733654103E+02 -0.126810809407E+02 -0.182925739467E+03 -0.573826349944E+02 -0.780779237004E+03 -0.181862691393E+02  0.156521968526E+01 -0.837913755919E+01 -0.207942769250E+02 -0.371252269935E+02 -0.156910649030E+02
  0.271650220188E+02 -0.379710494978E+01 -0.508685755546E+02  0.153343051423E+02 -0.124156027074E+02 -0.176080623088E+03 -0.559114379410E+02 -0.765787324421E+03 -0.179074678084E+02  0.155230689792E+01 -0.825835910906E+01 -0.204860448089E+02 -0.365961134719E+02 -0.154327635800E+02
  0.272376380995E+02 -0.373282506998E+01 -0.500222861433E+02  0.151943240283E+02 -0.121551185370E+02 -0.169459446573E+03 -0.541963362074E+02 -0.750748414900E+03 -0.176307924820E+02  0.153944098687E+01 -0.813842242019E+01 -0.201804393086E+02 -0.360703571636E+02 -0.151767692503E+02
  0.273109872699E+02 -0.366865913488E+01 -0.491837386761E+02  0.150529141427E+02 -0.118991290826E+02 -0.163050092716E+03 -0.527009516935E+02 -0.735177717020E+03 -0.173557255740E+02  0.152660570643E+01 -0.801912707582E+01 -0.198771058366E+02 -0.355473350953E+02 -0.149227895209E+02
  0.273851632776E+02 -0.360533154016E+01 -0.483521510543E+02  0.149096325558E+02 -0.116472907263E+02 -0.156842371173E+03 -0.512018652932E+02 -0.719279918932E+03 -0.170822310923E+02  0.151378782121E+01 -0.790038944956E+01 -0.195758645696E+02 -0.350268126663E+02 -0.146705999660E+02
  0.274602447409E+02 -0.354287833937E+01 -0.475269679735E+02  0.147654221655E+02 -0.113993067234E+02 -0.150829404846E+03 -0.497387986606E+02 -0.703000136169E+03 -0.168099902503E+02  0.150097740607E+01 -0.778204472835E+01 -0.192763619186E+02 -0.345078070723E+02 -0.144200496160E+02
  0.275362910966E+02 -0.347988593930E+01 -0.467078999495E+02  0.146187531002E+02 -0.111550870792E+02 -0.145005147698E+03 -0.483207012776E+02 -0.686319870870E+03 -0.165391245468E+02  0.148816834763E+01 -0.766427098102E+01 -0.189784785804E+02 -0.339906617081E+02 -0.141710664589E+02
  0.276133377209E+02 -0.341841935560E+01 -0.458949644631E+02  0.144702626214E+02 -0.109146194618E+02 -0.139365624959E+03 -0.469355927637E+02 -0.669247056936E+03 -0.162695518999E+02  0.147535894057E+01 -0.754700042266E+01 -0.186822386798E+02 -0.334753792662E+02 -0.139236660800E+02
  0.276914086589E+02 -0.335686844155E+01 -0.450882807297E+02  0.143219963848E+02 -0.106778116893E+02 -0.133908297716E+03 -0.455868340688E+02 -0.651776370412E+03 -0.160009618943E+02  0.146254954643E+01 -0.742994912765E+01 -0.183876287349E+02 -0.329613329369E+02 -0.136779086249E+02
  0.277705355813E+02 -0.329613472545E+01 -0.442878782508E+02  0.141709557742E+02 -0.104444647464E+02 -0.128629687923E+03 -0.442720710501E+02 -0.633906879412E+03 -0.157336111402E+02  0.144973941570E+01 -0.731336444750E+01 -0.180945296255E+02 -0.324490478532E+02 -0.134338370116E+02
